rank,candidate_id,score
67,CAND_0000031,0.888145387172699
68,CAND_0012957,0.888037919998169
69,CAND_0078002,0.8878777623176575
70,CAND_0010770,0.8876888751983643
71,CAND_0041669,0.8876698017120361
72,CAND_0054123,0.8876200914382935
73,CAND_0076831,0.8871414661407471
74,CAND_0040887,0.8871127367019653
75,CAND_0076904,0.8871115446090698
76,CAND_0008218,0.8869187831878662
77,CAND_0086151,0.8866925835609436
78,CAND_0079064,0.8866589069366455
79,CAND_0091229,0.8863168954849243
80,CAND_0041610,0.8863126635551453
81,CAND_0042690,0.8862733840942383
82,CAND_0016678,0.8861586451530457
83,CAND_0081709,0.8861351013183594
84,CAND_0060054,0.8861029148101807
85,CAND_0010257,0.8860136270523071
86,CAND_0008202,0.8859000205993652
87,CAND_0016163,0.8858456611633301
88,CAND_0017960,0.8857063055038452
89,CAND_0051003,0.8855942487716675
90,CAND_0042029,0.8855416178703308
91,CAND_0070202,0.8854845762252808
92,CAND_0070485,0.8853483200073242
93,CAND_0075439,0.8853161334991455
94,CAND_0027801,0.8852299451828003
95,CAND_0022812,0.8852248191833496
96,CAND_0066309,0.8852165341377258
97,CAND_0043860,0.8851083517074585
98,CAND_0051292,0.8850201368331909
99,CAND_0099806,0.8849953413009644
100,CAND_0095184,0.8847569823265076
101,CAND_0049538,0.884753942489624
102,CAND_0075249,0.8846825361251831
103,CAND_0064270,0.8842617273330688
104,CAND_0071880,0.8841167688369751
105,CAND_0054394,0.8840904235839844
106,CAND_0098846,0.8840584754943848
107,CAND_0006557,0.884051501750946
108,CAND_0081852,0.8840202689170837
109,CAND_0030827,0.8837420344352722
110,CAND_0011923,0.8837378025054932
111,CAND_0005538,0.883718729019165
112,CAND_0087120,0.8837084770202637
113,CAND_0011162,0.8836860060691833
114,CAND_0057701,0.8836399912834167
115,CAND_0013393,0.8835605382919312
116,CAND_0060315,0.8834598064422607
117,CAND_0019480,0.8834228515625
118,CAND_0041625,0.8833456039428711
119,CAND_0051615,0.8833156228065491
120,CAND_0052744,0.8832459449768066
121,CAND_0000969,0.8831873536109924
122,CAND_0062247,0.8831585049629211
123,CAND_0024620,0.8831450939178467
124,CAND_0092568,0.8831199407577515
125,CAND_0087783,0.8829718232154846
126,CAND_0066713,0.882885217666626
127,CAND_0096131,0.8828766345977783
128,CAND_0001940,0.8828551769256592
129,CAND_0007009,0.8827588558197021
130,CAND_0044855,0.882574200630188
131,CAND_0022870,0.8825533390045166
132,CAND_0023541,0.8824849128723145
133,CAND_0087744,0.8823261857032776
134,CAND_0098780,0.8821858167648315
135,CAND_0044890,0.8820741176605225
136,CAND_0004555,0.8820112943649292
137,CAND_0002770,0.881889820098877
138,CAND_0020877,0.8818552494049072
139,CAND_0002793,0.8817695379257202
140,CAND_0085851,0.881763756275177
141,CAND_0040117,0.8817347884178162
142,CAND_0024878,0.8817198276519775
143,CAND_0063097,0.8816852569580078
144,CAND_0099401,0.8816481828689575
145,CAND_0088526,0.8816108703613281
146,CAND_0070514,0.8815762400627136
147,CAND_0052030,0.8815670013427734
148,CAND_0006418,0.8814452886581421
149,CAND_0039838,0.8814393281936646
150,CAND_0032515,0.8813952207565308
151,CAND_0004402,0.8813244104385376
152,CAND_0015528,0.8812914490699768
153,CAND_0084819,0.8812635540962219
154,CAND_0044222,0.8812505006790161
155,CAND_0078810,0.8811618685722351
156,CAND_0091899,0.881106436252594
157,CAND_0098454,0.8810856342315674
158,CAND_0006567,0.8810049295425415
159,CAND_0014858,0.8809866905212402
160,CAND_0033839,0.8809806108474731
161,CAND_0060257,0.8809465169906616
162,CAND_0099581,0.880744457244873
163,CAND_0089552,0.8807353973388672
164,CAND_0070653,0.8806757926940918
165,CAND_0036863,0.8806548118591309
166,CAND_0080766,0.8805911540985107
167,CAND_0005191,0.8805691003799438
168,CAND_0057871,0.8805657625198364
169,CAND_0003977,0.8805593252182007
170,CAND_0015967,0.8805297613143921
171,CAND_0025046,0.8805180788040161
172,CAND_0010721,0.8804734349250793
173,CAND_0005269,0.8804146647453308
174,CAND_0082973,0.8804003000259399
175,CAND_0088665,0.8803992867469788
176,CAND_0047721,0.8803421258926392
177,CAND_0040092,0.8803303837776184
178,CAND_0003756,0.8803186416625977
179,CAND_0041902,0.8803168535232544
180,CAND_0087630,0.8802982568740845
181,CAND_0012988,0.8802803754806519
182,CAND_0061156,0.8802486658096313
183,CAND_0029220,0.8802213668823242
184,CAND_0079387,0.8801769018173218
185,CAND_0024466,0.8801640272140503
186,CAND_0065052,0.8801636099815369
187,CAND_0032271,0.880153477191925
188,CAND_0009691,0.880124032497406
189,CAND_0085199,0.8800749778747559
190,CAND_0006538,0.8800293803215027
191,CAND_0016657,0.8798798322677612
192,CAND_0081730,0.8798589706420898
193,CAND_0049688,0.8798532485961914
194,CAND_0073007,0.8798162937164307
195,CAND_0086062,0.8797629475593567
196,CAND_0025882,0.8797463178634644
197,CAND_0075574,0.8796359300613403
198,CAND_0093587,0.8796240091323853
199,CAND_0053605,0.879618227481842
200,CAND_0026424,0.8795989751815796
201,CAND_0033842,0.8795560598373413
202,CAND_0097176,0.8795374631881714
203,CAND_0085706,0.8795351386070251
204,CAND_0042441,0.8793427348136902
205,CAND_0047907,0.8793016672134399
206,CAND_0021973,0.8792974948883057
207,CAND_0014234,0.8792548179626465
208,CAND_0007412,0.8792429566383362
209,CAND_0013456,0.8792251348495483
210,CAND_0073620,0.8792226314544678
211,CAND_0037980,0.8792207837104797
212,CAND_0025640,0.8792195320129395
213,CAND_0012632,0.87913978099823
214,CAND_0019288,0.8790937662124634
215,CAND_0000165,0.8790687322616577
216,CAND_0064888,0.8790439367294312
217,CAND_0079688,0.8790204524993896
218,CAND_0049831,0.8790105581283569
219,CAND_0006354,0.8789900541305542
220,CAND_0081480,0.8789691925048828
221,CAND_0089498,0.8789689540863037
222,CAND_0056631,0.8789118528366089
223,CAND_0052335,0.8788468837738037
224,CAND_0068012,0.8788132071495056
225,CAND_0091254,0.8788129687309265
226,CAND_0034645,0.8788038492202759
227,CAND_0054271,0.8788025379180908
228,CAND_0095528,0.8787848353385925
229,CAND_0037566,0.8787755966186523
230,CAND_0090933,0.8787479400634766
231,CAND_0008711,0.8787468671798706
232,CAND_0012308,0.8786992430686951
233,CAND_0086028,0.8786673545837402
234,CAND_0008517,0.878637433052063
235,CAND_0044576,0.878609299659729
236,CAND_0009837,0.8785848617553711
237,CAND_0094165,0.8785685896873474
238,CAND_0045862,0.8785551190376282
239,CAND_0088602,0.8785276412963867
240,CAND_0066791,0.8784897923469543
241,CAND_0031703,0.878484845161438
242,CAND_0065927,0.8784555196762085
243,CAND_0000200,0.8784497976303101
244,CAND_0067091,0.8784471154212952
245,CAND_0007631,0.8784407377243042
246,CAND_0088441,0.8784357309341431
247,CAND_0088878,0.8784074783325195
248,CAND_0037160,0.8784059286117554
249,CAND_0018925,0.8783968091011047
250,CAND_0039521,0.8783677220344543
251,CAND_0051630,0.8783475160598755
252,CAND_0078492,0.8783354759216309
253,CAND_0049771,0.8782986402511597
254,CAND_0092460,0.8782795667648315
255,CAND_0051004,0.8782765865325928
256,CAND_0020845,0.878265380859375
257,CAND_0023174,0.8782639503479004
258,CAND_0081053,0.8781739473342896
259,CAND_0015923,0.8781260251998901
260,CAND_0088378,0.8781200647354126
261,CAND_0019200,0.8780910968780518
262,CAND_0041918,0.8780717849731445
263,CAND_0009844,0.8780452013015747
264,CAND_0002610,0.8780338168144226
265,CAND_0084451,0.8780193328857422
266,CAND_0080344,0.8779613971710205
267,CAND_0079176,0.8779444694519043
268,CAND_0047542,0.877927839756012
269,CAND_0003802,0.8779132962226868
270,CAND_0098952,0.8778941631317139
271,CAND_0060835,0.8778469562530518
272,CAND_0038556,0.8778419494628906
273,CAND_0077285,0.8777915835380554
274,CAND_0008677,0.8777869939804077
275,CAND_0092714,0.8777803182601929
276,CAND_0008918,0.8777220249176025
277,CAND_0007460,0.877712607383728
278,CAND_0051759,0.8777079582214355
279,CAND_0033649,0.8777077794075012
280,CAND_0095884,0.877707302570343
281,CAND_0060303,0.8776940703392029
282,CAND_0008295,0.8776872754096985
283,CAND_0029188,0.8776750564575195
284,CAND_0040178,0.877658486366272
285,CAND_0045613,0.8776352405548096
286,CAND_0046313,0.877610981464386
287,CAND_0069248,0.8775956630706787
288,CAND_0083198,0.877571702003479
289,CAND_0094251,0.8775683641433716
290,CAND_0040209,0.8775582313537598
291,CAND_0024947,0.8775297403335571
292,CAND_0074735,0.8775073289871216
293,CAND_0039308,0.8774542808532715
294,CAND_0029117,0.8773727416992188
295,CAND_0057736,0.8773583769798279
296,CAND_0053591,0.8773390054702759
297,CAND_0054318,0.8773354291915894
298,CAND_0026953,0.877310037612915
299,CAND_0003290,0.8772910833358765
300,CAND_0015493,0.8772896528244019
301,CAND_0014875,0.8772854208946228
302,CAND_0001025,0.877264142036438
303,CAND_0025923,0.8772619962692261
304,CAND_0020350,0.877252459526062
305,CAND_0078106,0.8772491812705994
306,CAND_0010655,0.877241849899292
307,CAND_0087766,0.877193808555603
308,CAND_0097037,0.8771747350692749
309,CAND_0033179,0.8771686553955078
310,CAND_0017090,0.8771634697914124
311,CAND_0087804,0.8771621584892273
312,CAND_0018553,0.8771443963050842
313,CAND_0061352,0.8771229982376099
314,CAND_0089444,0.8770838379859924
315,CAND_0002559,0.8770752549171448
316,CAND_0086650,0.8770619630813599
317,CAND_0034392,0.8770239353179932
318,CAND_0027723,0.8770146369934082
319,CAND_0001218,0.8769950866699219
320,CAND_0001131,0.8769896626472473
321,CAND_0051240,0.8769891262054443
322,CAND_0094728,0.8769672513008118
323,CAND_0072218,0.8769590854644775
324,CAND_0045250,0.8769511580467224
325,CAND_0062707,0.8769456148147583
326,CAND_0081321,0.8768876791000366
327,CAND_0095207,0.8768815994262695
328,CAND_0006332,0.8768813610076904
329,CAND_0079550,0.8768309354782104
330,CAND_0012888,0.8768231868743896
331,CAND_0089470,0.876805305480957
332,CAND_0060898,0.8767922520637512
333,CAND_0068351,0.8767838478088379
334,CAND_0065517,0.8767796754837036
335,CAND_0055719,0.8767414093017578
336,CAND_0054795,0.8767307996749878
337,CAND_0032089,0.8767051696777344
338,CAND_0022720,0.8766908049583435
339,CAND_0007590,0.8766878247261047
340,CAND_0039410,0.8766779899597168
341,CAND_0089947,0.8766758441925049
342,CAND_0011757,0.8766671419143677
343,CAND_0066376,0.8766285181045532
344,CAND_0000705,0.8766230344772339
345,CAND_0049543,0.8766224384307861
346,CAND_0082913,0.876613974571228
347,CAND_0096589,0.8766053915023804
348,CAND_0045251,0.8765853643417358
349,CAND_0078075,0.8765816688537598
350,CAND_0094056,0.8765542507171631
351,CAND_0047272,0.8765524625778198
352,CAND_0056309,0.8765110373497009
353,CAND_0031520,0.8765089511871338
354,CAND_0074317,0.8764810562133789
355,CAND_0040815,0.876461386680603
356,CAND_0091120,0.8764606714248657
357,CAND_0097075,0.8764550685882568
358,CAND_0032807,0.8764489889144897
359,CAND_0065514,0.8764350414276123
360,CAND_0063376,0.8764267563819885
361,CAND_0049615,0.8764223456382751
362,CAND_0069773,0.8764216899871826
363,CAND_0017147,0.8764113187789917
364,CAND_0059024,0.8764095306396484
365,CAND_0003791,0.8763973712921143
366,CAND_0017590,0.8763812184333801
367,CAND_0049217,0.8763676881790161
368,CAND_0026610,0.876335859298706
369,CAND_0007428,0.8763033151626587
370,CAND_0069685,0.8763030767440796
371,CAND_0033987,0.8762937784194946
372,CAND_0008618,0.8762909770011902
373,CAND_0065450,0.8762567639350891
374,CAND_0009688,0.8762513399124146
375,CAND_0005311,0.8762269020080566
376,CAND_0045170,0.8762186765670776
377,CAND_0054791,0.8762153387069702
378,CAND_0059795,0.8761318922042847
379,CAND_0094292,0.8761157989501953
380,CAND_0066610,0.876101016998291
381,CAND_0050707,0.8760955333709717
382,CAND_0077418,0.8760948181152344
383,CAND_0002526,0.8760913610458374
384,CAND_0014073,0.8760862350463867
385,CAND_0080291,0.8760649561882019
386,CAND_0031109,0.8760617971420288
387,CAND_0035653,0.8760379552841187
388,CAND_0029714,0.8760338425636292
389,CAND_0076956,0.8759564757347107
390,CAND_0090584,0.8759480714797974
391,CAND_0070525,0.8759340047836304
392,CAND_0032216,0.8759331703186035
393,CAND_0080315,0.8759312629699707
394,CAND_0092245,0.875930905342102
395,CAND_0024549,0.8759284019470215
396,CAND_0096142,0.8758983612060547
397,CAND_0068410,0.8758981227874756
398,CAND_0084379,0.8758962154388428
399,CAND_0050876,0.875893235206604
400,CAND_0066999,0.8758921027183533
401,CAND_0078785,0.8758727312088013
402,CAND_0089546,0.8758623003959656
403,CAND_0080465,0.8758341073989868
404,CAND_0035321,0.8758320212364197
405,CAND_0069812,0.8758130073547363
406,CAND_0070225,0.8758051991462708
407,CAND_0035764,0.8757894039154053
408,CAND_0077261,0.8757842183113098
409,CAND_0082314,0.8757826089859009
410,CAND_0013097,0.8757797479629517
411,CAND_0001001,0.875774621963501
412,CAND_0030459,0.8757470846176147
413,CAND_0012837,0.875740647315979
414,CAND_0064904,0.8756880760192871
415,CAND_0049040,0.8756650686264038
416,CAND_0044154,0.875657856464386
417,CAND_0050860,0.8756502270698547
418,CAND_0089494,0.875636100769043
419,CAND_0082882,0.8756065368652344
420,CAND_0058688,0.8755996227264404
421,CAND_0023646,0.8755913376808167
422,CAND_0040820,0.8755793571472168
423,CAND_0093446,0.8755701780319214
424,CAND_0008239,0.8755638599395752
425,CAND_0017965,0.8755585551261902
426,CAND_0029135,0.8755522966384888
427,CAND_0013988,0.8755388855934143
428,CAND_0046819,0.8755266070365906
429,CAND_0041696,0.8755239248275757
430,CAND_0096104,0.8755108118057251
431,CAND_0048473,0.8754961490631104
432,CAND_0047360,0.8754795789718628
433,CAND_0076587,0.875471830368042
434,CAND_0064256,0.8754603862762451
435,CAND_0003100,0.8754492998123169
436,CAND_0093763,0.8754491806030273
437,CAND_0009516,0.8754392862319946
438,CAND_0052027,0.8754333853721619
439,CAND_0050022,0.8754311203956604
440,CAND_0056096,0.8754259347915649
441,CAND_0006928,0.8753918409347534
442,CAND_0056704,0.8753671646118164
443,CAND_0012586,0.8753575086593628
444,CAND_0038949,0.8753453493118286
445,CAND_0015643,0.8753208518028259
446,CAND_0044378,0.8753184080123901
447,CAND_0059604,0.8753076791763306
448,CAND_0053917,0.8752696514129639
449,CAND_0062948,0.8752608299255371
450,CAND_0051219,0.875244677066803
451,CAND_0056315,0.8752412796020508
452,CAND_0007675,0.8752149939537048
453,CAND_0068811,0.8752133846282959
454,CAND_0059520,0.8752000331878662
455,CAND_0021442,0.8751925826072693
456,CAND_0006060,0.8751704096794128
457,CAND_0080589,0.8751440048217773
458,CAND_0018734,0.875129222869873
459,CAND_0097722,0.8751287460327148
460,CAND_0011432,0.8751189708709717
461,CAND_0047964,0.875105619430542
462,CAND_0096172,0.875102162361145
463,CAND_0007874,0.8750995993614197
464,CAND_0081086,0.8750969171524048
465,CAND_0022232,0.8750842809677124
466,CAND_0032300,0.8750778436660767
467,CAND_0027647,0.8750743865966797
468,CAND_0073556,0.8750664591789246
469,CAND_0046526,0.8750559091567993
470,CAND_0029528,0.8750535249710083
471,CAND_0061075,0.8750469088554382
472,CAND_0012417,0.8750464916229248
473,CAND_0018094,0.8750354051589966
474,CAND_0099537,0.8750309944152832
475,CAND_0082910,0.8750279545783997
476,CAND_0067866,0.8750238418579102
477,CAND_0056372,0.8750208616256714
478,CAND_0005772,0.8750084638595581
479,CAND_0033303,0.8749871253967285
480,CAND_0076995,0.8749711513519287
481,CAND_0017462,0.8749452233314514
482,CAND_0048509,0.8749322891235352
483,CAND_0036973,0.8749297261238098
484,CAND_0052712,0.8749194145202637
485,CAND_0016170,0.8749185800552368
486,CAND_0060886,0.8749071359634399
487,CAND_0029991,0.8749005198478699
488,CAND_0085881,0.8748842477798462
489,CAND_0013220,0.8748714923858643
490,CAND_0025109,0.8748684525489807
491,CAND_0001151,0.874864935874939
492,CAND_0043958,0.8748644590377808
493,CAND_0016229,0.8748630285263062
494,CAND_0031143,0.8748592734336853
495,CAND_0061479,0.874847412109375
496,CAND_0065786,0.8748079538345337
497,CAND_0088385,0.874807596206665
498,CAND_0034583,0.8748000860214233
499,CAND_0015065,0.8747998476028442
500,CAND_0045420,0.8747975826263428
501,CAND_0083889,0.8747876882553101
502,CAND_0047310,0.87477707862854
503,CAND_0056795,0.8747544288635254
504,CAND_0054377,0.8747397065162659
505,CAND_0024203,0.8747231960296631
506,CAND_0029439,0.8747204542160034
507,CAND_0093883,0.8747187852859497
508,CAND_0062561,0.8747173547744751
509,CAND_0053001,0.8747165203094482
510,CAND_0061655,0.8747090101242065
511,CAND_0006908,0.8746805191040039
512,CAND_0014715,0.8746793270111084
513,CAND_0022614,0.8746577501296997
514,CAND_0070524,0.8746368885040283
515,CAND_0050928,0.874626874923706
516,CAND_0016691,0.874619722366333
517,CAND_0020617,0.8746045827865601
518,CAND_0024773,0.8746041655540466
519,CAND_0017771,0.8745899200439453
520,CAND_0022526,0.8745826482772827
521,CAND_0034400,0.8745630979537964
522,CAND_0089726,0.8745495080947876
523,CAND_0072548,0.8745385408401489
524,CAND_0072765,0.8745361566543579
525,CAND_0046132,0.8745294809341431
526,CAND_0027218,0.8745278120040894
527,CAND_0005685,0.8745173215866089
528,CAND_0056840,0.87451171875
529,CAND_0062975,0.8745006918907166
530,CAND_0029362,0.8744974732398987
531,CAND_0046295,0.8744872212409973
532,CAND_0044135,0.8744837045669556
533,CAND_0005212,0.8744800090789795
534,CAND_0040231,0.8744622468948364
535,CAND_0023219,0.8744529485702515
536,CAND_0065917,0.8744520545005798
537,CAND_0095674,0.8744513988494873
538,CAND_0010000,0.8744335174560547
539,CAND_0029294,0.8744213581085205
540,CAND_0011125,0.8744158744812012
541,CAND_0040724,0.8744080662727356
542,CAND_0087364,0.8744068145751953
543,CAND_0080720,0.874405026435852
544,CAND_0031829,0.8743978142738342
545,CAND_0093029,0.8743892908096313
546,CAND_0072734,0.874384880065918
547,CAND_0083490,0.8743692636489868
548,CAND_0036121,0.8743654489517212
549,CAND_0014576,0.8743419647216797
550,CAND_0074486,0.8743221759796143
551,CAND_0048005,0.8743146657943726
552,CAND_0088022,0.874308705329895
553,CAND_0045403,0.8742853403091431
554,CAND_0067820,0.8742783665657043
555,CAND_0097199,0.8742760419845581
556,CAND_0085222,0.874261736869812
557,CAND_0092961,0.8742579817771912
558,CAND_0095042,0.8742567896842957
559,CAND_0011759,0.8742423057556152
560,CAND_0018239,0.8742420673370361
561,CAND_0029022,0.8742393255233765
562,CAND_0035553,0.874226450920105
563,CAND_0052289,0.8742263317108154
564,CAND_0089381,0.8742247819900513
565,CAND_0024890,0.8742218613624573
566,CAND_0020991,0.87421715259552
567,CAND_0068040,0.8742061853408813
568,CAND_0054368,0.8742046356201172
569,CAND_0054859,0.8741878271102905
570,CAND_0011140,0.8741867542266846
571,CAND_0041402,0.8741858005523682
572,CAND_0022852,0.8741737604141235
573,CAND_0002270,0.8741627931594849
574,CAND_0029613,0.8741533756256104
575,CAND_0055668,0.8741446733474731
576,CAND_0046217,0.8741334080696106
577,CAND_0001530,0.8741195201873779
578,CAND_0006581,0.8740963935852051
579,CAND_0046223,0.8740957975387573
580,CAND_0075491,0.8740911483764648
581,CAND_0052706,0.8740858435630798
582,CAND_0076412,0.8740816712379456
583,CAND_0075215,0.8740783333778381
584,CAND_0085756,0.8740739822387695
585,CAND_0091039,0.874061644077301
586,CAND_0071224,0.874045729637146
587,CAND_0032831,0.8740361928939819
588,CAND_0038621,0.8740302324295044
589,CAND_0038821,0.8740289211273193
590,CAND_0046020,0.8740278482437134
591,CAND_0004530,0.8740278482437134
592,CAND_0095567,0.8740078210830688
593,CAND_0039227,0.873999834060669
594,CAND_0023215,0.8739869594573975
595,CAND_0007655,0.8739674091339111
596,CAND_0028451,0.8739518523216248
597,CAND_0075138,0.8739396333694458
598,CAND_0001056,0.8739277124404907
599,CAND_0053666,0.8739261627197266
600,CAND_0028422,0.873920202255249
601,CAND_0042564,0.8739142417907715
602,CAND_0072263,0.8739140033721924
603,CAND_0018894,0.8739123940467834
604,CAND_0047682,0.8738963007926941
605,CAND_0098200,0.8738962411880493
606,CAND_0042437,0.8738876581192017
607,CAND_0088335,0.8738831281661987
608,CAND_0014531,0.8738559484481812
609,CAND_0058412,0.8738551735877991
610,CAND_0068985,0.8738505244255066
611,CAND_0001961,0.8738387227058411
612,CAND_0058128,0.8738386034965515
613,CAND_0064687,0.8738358020782471
614,CAND_0073548,0.873834490776062
615,CAND_0053472,0.873833417892456
616,CAND_0052498,0.8738293647766113
617,CAND_0002120,0.8738234043121338
618,CAND_0055960,0.8738195896148682
619,CAND_0087006,0.8738064765930176
620,CAND_0015078,0.8737680912017822
621,CAND_0050291,0.8737587332725525
622,CAND_0099675,0.873741626739502
623,CAND_0070998,0.8737392425537109
624,CAND_0064777,0.873729407787323
625,CAND_0049978,0.8737215995788574
626,CAND_0074123,0.873691976070404
627,CAND_0052440,0.8736749291419983
628,CAND_0013665,0.873670220375061
629,CAND_0093042,0.8736662864685059
630,CAND_0018888,0.8736624717712402
631,CAND_0050398,0.8736450672149658
632,CAND_0009471,0.8736417293548584
633,CAND_0038092,0.8736413717269897
634,CAND_0039983,0.8736411333084106
635,CAND_0004718,0.8736348748207092
636,CAND_0084562,0.8736188411712646
637,CAND_0067401,0.8736114501953125
638,CAND_0046490,0.8736076951026917
639,CAND_0074532,0.8735935091972351
640,CAND_0026716,0.8735922574996948
641,CAND_0013440,0.8735896348953247
642,CAND_0022023,0.8735835552215576
643,CAND_0003917,0.8735511898994446
644,CAND_0070808,0.8735448122024536
645,CAND_0078508,0.8735359311103821
646,CAND_0093401,0.8735296726226807
647,CAND_0013021,0.8735255599021912
648,CAND_0088691,0.8735249042510986
649,CAND_0058606,0.8735092878341675
650,CAND_0008943,0.8735013008117676
651,CAND_0065396,0.8735001087188721
652,CAND_0094916,0.87349933385849
653,CAND_0073450,0.8734886646270752
654,CAND_0095423,0.8734863996505737
655,CAND_0022523,0.8734822869300842
656,CAND_0059858,0.8734762668609619
657,CAND_0037944,0.8734748363494873
658,CAND_0083494,0.8734650611877441
659,CAND_0031842,0.873450517654419
660,CAND_0084681,0.8734457492828369
661,CAND_0036438,0.873436450958252
662,CAND_0020494,0.8734347820281982
663,CAND_0000854,0.8734264373779297
664,CAND_0054703,0.8734230399131775
665,CAND_0026007,0.8734180331230164
666,CAND_0086133,0.8733922243118286
667,CAND_0092596,0.873391330242157
668,CAND_0023587,0.8733910918235779
669,CAND_0000666,0.8733859658241272
670,CAND_0033911,0.8733783960342407
671,CAND_0035617,0.8733699321746826
672,CAND_0026907,0.8733646869659424
673,CAND_0083348,0.8733339309692383
674,CAND_0019159,0.8733290433883667
675,CAND_0034169,0.8733274936676025
676,CAND_0087589,0.873327374458313
677,CAND_0049540,0.873319149017334
678,CAND_0006011,0.8733178377151489
679,CAND_0039131,0.8733108043670654
680,CAND_0023307,0.8733084201812744
681,CAND_0012363,0.8732964992523193
682,CAND_0047302,0.8732956051826477
683,CAND_0059268,0.8732942342758179
684,CAND_0046095,0.8732877969741821
685,CAND_0023076,0.8732870817184448
686,CAND_0018080,0.8732820749282837
687,CAND_0030946,0.8732770681381226
688,CAND_0032887,0.8732753992080688
689,CAND_0013122,0.8732728958129883
690,CAND_0043312,0.8732662200927734
691,CAND_0033775,0.873263418674469
692,CAND_0028220,0.8732576370239258
693,CAND_0019240,0.8732551336288452
694,CAND_0013314,0.8732225894927979
695,CAND_0058415,0.8732130527496338
696,CAND_0082738,0.8732060790061951
697,CAND_0028430,0.8732030391693115
698,CAND_0002344,0.8731980323791504
699,CAND_0018731,0.8731934428215027
700,CAND_0004972,0.8731911182403564
701,CAND_0001086,0.8731892704963684
702,CAND_0021491,0.8731775879859924
703,CAND_0018613,0.8731634020805359
704,CAND_0044605,0.8731424808502197
705,CAND_0020726,0.8731374740600586
706,CAND_0072195,0.8731343150138855
707,CAND_0011208,0.8731212615966797
708,CAND_0093474,0.87311851978302
709,CAND_0019096,0.8731052875518799
710,CAND_0097472,0.873100757598877
711,CAND_0066075,0.8730956315994263
712,CAND_0003557,0.873091459274292
713,CAND_0043450,0.8730881214141846
714,CAND_0073883,0.8730826377868652
715,CAND_0056993,0.8730804920196533
716,CAND_0048862,0.873075008392334
717,CAND_0010230,0.8730745315551758
718,CAND_0091439,0.8730626106262207
719,CAND_0096823,0.8730567693710327
720,CAND_0017675,0.8730347156524658
721,CAND_0040200,0.8730297684669495
722,CAND_0064302,0.8730262517929077
723,CAND_0036287,0.8730247020721436
724,CAND_0095213,0.873018741607666
725,CAND_0051841,0.8730126619338989
726,CAND_0073314,0.8730101585388184
727,CAND_0084360,0.8730047941207886
728,CAND_0053422,0.8729941844940186
729,CAND_0007567,0.8729890584945679
730,CAND_0074779,0.8729881048202515
731,CAND_0077502,0.8729699850082397
732,CAND_0065151,0.8729660511016846
733,CAND_0035721,0.872961163520813
734,CAND_0082086,0.8729502558708191
735,CAND_0071544,0.8729488253593445
736,CAND_0069129,0.8729479312896729
737,CAND_0069718,0.8729363679885864
738,CAND_0030550,0.8729357719421387
739,CAND_0058882,0.8729281425476074
740,CAND_0076482,0.8729242086410522
